region,period,community_id,n_words,top_words_preview,label,lane,origin,inherited_from,fit_check_rationale
british,1510-1530,1,1713,noblesse; benygne; trueth; pride; hatred; merites; petycyon; merytes; felycyte,"Virtue, Nobility & Human Character",Morality: Virtue & Vice,human,,
british,1830-1850,118,71,manches; minates; dorches; winches; diame; ritories; rific; glouces; ritorial,Truncated Word Fragments (-ter Suffix),Structural / Uncertain,inherited,1810-1830#115,Still -ter suffix fragments.
british,1830-1850,83,302,preserv; remov; commenc; reliev; determin; prepar; conclud; advanc; smok,Truncated Verb Stems,Structural / Uncertain,inherited,1810-1830#86,Still truncated verb stems.
british,1830-1850,65,605,joiners; blacksmiths; shoemakers; dyers; maltsters; cutlery; bakers; turners; hardware,Trades & Craftsmen,"Trade, Finance & Commerce",inherited,1810-1830#60,Still trades vocabulary.
british,1830-1850,27,1277,futteh; taimur; fatteh; ferozpoor; ghazi; ismael; noureddin; hasan; ahmed,Ottoman & Persian Rulers,"History, Genealogy, Nobility & Kinship",inherited,1810-1830#77,Still Ottoman/Persian/Islamic names.
british,1830-1850,35,1124,francorum; aristid; ginet; clavier; comitum; britt; aristoph; steph; euseb,Scholarly Citations & Bibliographic Fragments,"Books, Learning & Scholarship",inherited,1810-1830#38,Still scholarly citation fragments.
british,1830-1850,56,777,calcium; potassa; dyspepsia; chlorine; catarrhs; alkaline; scrofula; rheumatism; dropsy,Medical & Chemical Terms,"Medicine, Body & Health",human,1810-1830#48,
british,1830-1850,10,1781,manzanillo; cariaco; pembrey; sandalwood; dassen; marzo; piana; grenadines; arbe,World Geographic Place Names,Geography & Territory,inherited,1810-1830#24,Still world place names.
british,1830-1850,29,1237,asculum; churubusco; repubuc; houcheon; queretaro; bergerac; viriathus; vanite; porsenna,Battle Sites & Historical Figures,Military & Warfare,human,1810-1830#41,
british,1830-1850,98,151,narch; agriculture; nopoly; nastery; numents; notony; narchy; mentous; narchs,Truncated Word Fragments (Mon- Prefix Stripped),Structural / Uncertain,human,1810-1830#46,
british,1830-1850,26,1291,m'farlane; rassam; turton; pegge; tytler; trotter; dawkins; robbins; urquhart,English Surnames,"History, Genealogy, Nobility & Kinship",inherited,1810-1830#39,Still surnames.
british,1830-1850,109,102,westmore; newfound; wouter; cumber; ungranted; buren; vrooman's; schaick; switzer,Truncated Word Fragments (-land Suffix Stripped),Structural / Uncertain,inherited,1810-1830#117,"Core still shows -land suffix-stripped fragments (Westmoreland, Newfoundland, Cumberland, Switzerland) alongside some proper names."
british,1830-1850,39,1028,lanius; coot; racoons; cristata; wombat; herons; parrots; marmot; felis,Animals & Wildlife,"Nature, Landscape & Weather",inherited,1810-1830#42,Still animal vocabulary.
british,1830-1850,97,153,rememberest; speak'st; thinkest; speakest; seekest; sawest; liv'st; wouldest; seem'st,Second-Person Archaic Verb Forms,Structural / Uncertain,inherited,1810-1830#81,Still archaic second-person verb forms.
british,1830-1850,134,32,disor; surren; shoul; engen; plun; mur; comman; blun; shud,Truncated Word Fragments (-der Suffix Stripped),Structural / Uncertain,human,,
british,1830-1850,89,238,constitutive; doats; preying; animadverted; commented; animadverting; preyed; depending; pounced,Mixed Verbs (Preying & Depending),Structural / Uncertain,inherited,1810-1830#89,Still preying/depending verbs.
british,1830-1850,113,90,tuathal; sati; yas; valencians; araucanians; o'connors; moollahs; dinances; profuseness,Mixed Ethnic Names & Abstract Nouns,Structural / Uncertain,human,,
british,1830-1850,37,1071,squeaking; deafening; dulcet; bellowing; roundelay; thund'ring; roar'd; howls; trill,Martial & Thunderous Sound Imagery,"Literature, Drama & Poetic Diction",inherited,1810-1830#35,"Still consistently loud/thunderous sound imagery (deafening, bellowing, thundering, roaring, howls)."
british,1830-1850,57,777,personas; medios; sentimiento; diez; muchedumbre; servicio; naciones; hecho; mancebo,Spanish-Language Text,Structural / Uncertain,human,1810-1830#102,
british,1830-1850,54,831,minieh; aventicum; rimmon; ombos; lampe; ahmar; medeenet; dipylum; latopolis,World Geographic Place Names,Geography & Territory,inherited,1810-1830#12,Still world place names.
british,1830-1850,45,949,ghaleb; rechid; tibboos; bactriana; mandara; corinthia; chaonia; thesprotia; seger,World Geographic Place Names,Geography & Territory,inherited,1810-1830#44,Still world place names.
british,1830-1850,92,205,echinites; phalanges; seviue; degenerates; transmuted; degenerating; transmute; metamorphosed; relapsing,Mixed Fragments & Transformation Verbs,Structural / Uncertain,inherited,1810-1830#97,Still transformation verbs.
british,1830-1850,60,710,conus; terebra; depressa; dentalium; atrypa; purpura; ornatus; buccinum; pholadomya,Latin Botanical Description,Structural / Uncertain,inherited,1810-1830#79,Still Latin species/shell taxonomy.
british,1830-1850,126,52,principali; universi; peculiari; authori; capaci; locali; antiqui; opportuni; varie,Truncated Word Fragments (Suffix-Stripped),Structural / Uncertain,inherited,1810-1830#84,Still suffix-stripped fragments (-ty).
british,1830-1850,61,677,stewed; pickled; garlic; camphor; spinach; onions; sausages; lemonade; porridge,Domestic & Culinary Items,"Domestic Life, Dress & Household",inherited,1810-1830#34,Still culinary items.
british,1830-1850,102,134,misnia; henneberg; wirtem; stadion; marsin; armagnac; muskau; woronzoff; d'armagnac,European Noble Titles & Territories,"History, Genealogy, Nobility & Kinship",human,1810-1830#80,
british,1830-1850,24,1294,boriali; l'orme; l'artillerie; ceinture; caux; monstration; vesci; l'asie; silvestre,French-Language Text,Structural / Uncertain,inherited,1810-1830#31,Still French-language text.
british,1830-1850,94,191,communi; vindi; convo; suppli; publi; prece; excommuni; qualifi; pru,Truncated Word Fragments,Structural / Uncertain,inherited,1810-1830#112,Still truncated word fragments (-cate suffix stripped).
british,1830-1850,34,1135,fanb; sanb; roenn; fcf; fagt; gerechtigkeit; ift; siebe; reichen,German/Dutch-Language Text,Structural / Uncertain,inherited,1810-1830#68,Still German-language text.
british,1830-1850,51,886,callimachus; rhodius; alexandrinus; stephanus; columella; moschus; lyric; euripides; justinus,Classical & Literary Authors,"Literature, Drama & Poetic Diction",inherited,1810-1830#62,Still classical authors.
british,1830-1850,76,426,cafes; fetes; theatres; festivals; restaurateurs; rites; festivities; ritual; quadrille,"Mirth, Revelry & Festivity",Structural / Uncertain,inherited,1810-1830#66,Still festivity/celebration vocabulary.
british,1830-1850,73,471,figuration; descension; victions; tentment; spirators; demning; nections; tractors; fiscated,Truncated Word Fragments (Prefix-Stripped),Structural / Uncertain,inherited,1810-1830#74,Still truncated word fragments.
british,1830-1850,64,620,hilaire; austell; helens; palamos; denia; kitt's; maur; quintin; eustatia,Saints' Names & Churches,"Religion, Theology & the Church",inherited,1810-1830#54,Still saint names.
british,1830-1850,93,195,tradidit; magistrum; manently; metum; suasion; petrated; licentiam; juga; forated,Truncated Word Fragments (Per- Prefix Stripped),Structural / Uncertain,inherited,1810-1830#107,"Still substantially per- prefix-stripped fragments (permanently, persuasion, perpetrated, perforated)."
british,1830-1850,99,143,elmsall; wonford; bromwich; farleigh; iveragh; owram; molton; ilsley; piddle,English Place Names,Geography & Territory,human,1810-1830#106,
british,1830-1850,53,832,quatro; famiglia; verso; queste; allora; maestro; spada; palazzi; architetto,Italian-Language Text,Structural / Uncertain,inherited,1810-1830#18,Still Italian-language text.
british,1830-1850,84,270,mendip; ingleborough; cheviot; penmaen; dolgelley; vindhya; keswick; berwyn; altai,Mountain Ranges,Geography & Territory,inherited,1810-1830#88,Still mountain range names.
british,1830-1850,140,21,tess; teract; tenances; sellors; selled; cillors; trymen; tryman; try's; tenanced,Truncated Word Fragments (Coun- Prefix Stripped),Structural / Uncertain,human,1810-1830#120,
british,1830-1850,139,27,lestine; rish; tronage; tience; triotism; tient; tients; rishioners; rishes; triots,Truncated Word Fragments (Pa- Prefix Stripped),Structural / Uncertain,inherited,1810-1830#123,"Still pa- prefix-stripped fragments (Palestine, parish, patronage, patriotism)."
british,1830-1850,96,167,accompani; impedi; abridg; habili; deport; embank; indict; compart; heredita,Truncated Word Fragments (-ment Suffix Stripped),Structural / Uncertain,human,,
british,1830-1850,11,1727,gode; bothe; flesche; wende; johne; teres; wylle; bryght; frende,Mixed Multilingual Fragments,Structural / Uncertain,inherited,1810-1830#1,Still archaic/multilingual mixed fragments.
british,1830-1850,129,45,lonies; lonial; lumbia; lony; lumns; lumn; lumbus; lours; loured,Truncated Word Fragments (Co- Prefix Stripped),Structural / Uncertain,inherited,1810-1830#101,Still co- prefix-stripped fragments.
british,1830-1850,131,43,ploying; bankment; barrassing; barrassments; ployments; ployers; bankments; ployer; ploy,Truncated Word Fragments (Em- Prefix Stripped),Structural / Uncertain,inherited,1810-1830#122,Still em- prefix-stripped fragments.
british,1830-1850,90,233,batants; moners; piler; municants; mentators; pleting; missary; placency; plexions,Truncated Word Fragments (Com- Prefix Stripped),Structural / Uncertain,human,1810-1830#119,
british,1830-1850,110,100,persua; aggres; depres; omis; suppres; seclu; profu; delu; diffu,Truncated Word Fragments (-sion Suffix Stripped),Structural / Uncertain,inherited,1810-1830#94,Still -sion suffix-stripped fragments.
british,1830-1850,55,799,eyewitness; tagonist; cestor; tique; noying; ciim; spitze; thony; eod,Mixed Fragments & Miscellany,Structural / Uncertain,inherited,1810-1830#53,Still mixed fragments.
british,1830-1850,138,27,octo; bice; septem; ank; mem; decem; nard; encum; bering; ber,Truncated Word Fragments (-ber Suffix Stripped),Structural / Uncertain,human,1810-1830#116,
british,1830-1850,72,521,ratifica; reserva; correc; embarka; assassina; predilec; assump; intima; exhorta,Truncated Word Fragments (Suffix-Stripped),Structural / Uncertain,inherited,1810-1830#69,Still -tion suffix-stripped fragments.
british,1830-1850,132,41,koue; feited; uncalled; kahtan; soolta'n; feiture; giveness; sticklers; daire,Truncated Word Fragments (For- Prefix Stripped),Structural / Uncertain,human,,
british,1830-1850,143,18,reprimanding; fagging; terfered; recapitulating; hankering; comma; havingbeen; enrollment; wards; dissolutions,Mixed Miscellany,Structural / Uncertain,human,,
british,1830-1850,130,44,rde; illiam; hile; ithout; malmsb; ater; hich; ithin; alls,Truncated Word Fragments (W- Prefix Stripped),Structural / Uncertain,human,,
british,1830-1850,115,86,machanidas; kaubul; zieten; gonta; buteres; superintendance; takings; surveillance; casemates,Mixed Administrative Vocabulary & Fragments,Structural / Uncertain,human,,
british,1830-1850,112,95,cu; commenta; sitions; riously; tomac; lulea; inqui; victo; tributa,Mixed Fragments & Miscellany,Structural / Uncertain,inherited,1810-1830#104,Still a mixed bag of fragments.
british,1830-1850,58,774,wharncliffe; barrymore; glenfinlas; ellenborough; dynevor; buckhurst; lynedoch; thurlow; powis,British Peerage & Noble Titles,"History, Genealogy, Nobility & Kinship",inherited,1810-1830#49,Still peerage titles.
british,1830-1850,103,134,joao; luis; jose; pablo; mateo; alonso; martino; felipe; vicente,Spanish & Portuguese Personal Names,"History, Genealogy, Nobility & Kinship",human,,
british,1830-1850,7,1882,coggeshall; swillington; swinefleet; featherstone; halstead; adlingfleet; womersley; churwell; havant,Mixed English Names & Places,"History, Genealogy, Nobility & Kinship",inherited,1810-1830#2,Still English place names.
british,1830-1850,116,79,evapo; commemo; confede; delibe; corpo; accele; poor's; inani; payer,Truncated Word Fragments (-rate Suffix Stripped),Structural / Uncertain,human,1810-1830#111,
british,1830-1850,119,70,richesses; moines; vaches; truction; cription; tination; potism; corbeau; troyed,Mixed French & Truncated Fragments,Structural / Uncertain,human,,
british,1830-1850,106,113,tsze; tung; haou; kaou; kwang; yang; kiang; ka; keang,Chinese Place-Name Fragments,Structural / Uncertain,human,1810-1830#125,
british,1830-1850,133,38,admix; minia; furni; frac; tex; conjec; prema; expendi; entabla,Truncated Word Fragments (-ture Suffix Stripped),Structural / Uncertain,human,,
british,1830-1850,86,254,flected; sponsibility; instated; ceipts; cognised; venues; joicing; luctance; storation,Truncated Word Fragments (Re- Prefix Stripped),Structural / Uncertain,inherited,1810-1830#83,Still re- prefix-stripped fragments.
british,1830-1850,95,184,gressively; cedure; menades; longation; geny; prietary; testantism; phets; verbial,Truncated Word Fragments (Prefix-Stripped),Structural / Uncertain,inherited,1810-1830#96,Still pro- prefix-stripped fragments.
british,1830-1850,107,113,turbing; senters; turb; sensions; gusting; persed; persion; cretion; tinguishing,Truncated Word Fragments (Dis- Prefix Stripped),Structural / Uncertain,inherited,1810-1830#108,Still dis- prefix-stripped fragments.
british,1830-1850,100,140,terprise; campment; thusiastic; tertainment; larged; dangered; gravings; gagements; revanche,Truncated Word Fragments (En- Prefix Stripped),Structural / Uncertain,inherited,1810-1830#105,Still en- prefix-stripped fragments.
british,1830-1850,105,125,bendary; liminaries; paratory; decessor; cipitated; cedents; cipice; rogative; mium,Truncated Word Fragments (Pre- Prefix Stripped),Structural / Uncertain,inherited,1810-1830#103,Still pre- prefix-stripped fragments.
british,1830-1850,91,207,syllogismi; ploits; ertion; pansion; cavations; ercises; amining; ploded; erted,Truncated Word Fragments (Prefix-Stripped),Structural / Uncertain,inherited,1810-1830#73,Still prefix-stripped fragments (ex-).
british,1830-1850,121,67,vocates; libitum; infinitum; mired; venturers; mirably; herents; mirers; justed,Truncated Word Fragments (Ad- Prefix Stripped),Structural / Uncertain,inherited,1810-1830#110,Still ad- prefix-stripped fragments.
british,1830-1850,38,1030,titulo; incipit; principibus; conventui; aliquo; numen; quandam; legibus; universis,Latin Text,Structural / Uncertain,inherited,1810-1830#57,Still Latin text.
british,1830-1850,120,69,ruptions; stices; secting; preters; ested; vening; spersed; sected; ruption,Truncated Word Fragments (Inter- Prefix Stripped),Structural / Uncertain,human,1810-1830#118,
british,1830-1850,117,78,plause; proval; peased; proximation; prehensions; plauded; pearances; pendage; savent,Truncated Word Fragments (Ap- Prefix Stripped),Structural / Uncertain,human,1810-1830#109,
british,1830-1850,127,51,riages; riage; penters; penter; teret; dinal; thage; dinals; bonic,Truncated Word Fragments (Car- Prefix Stripped),Structural / Uncertain,human,,
british,1830-1850,101,136,perouse's; granja; riccia; poile; pucelle; fontaine; reine; guayra; perouse,Mixed Foreign-Language Fragments,Structural / Uncertain,inherited,1810-1830#98,"Still mixed foreign-language fragments (French, Spanish)."
british,1830-1850,125,54,cusation; complishing; quaintances; cumulated; complishment; ceptance; knowledging; complishments; complish,Truncated Word Fragments (Ac- Prefix Stripped),Structural / Uncertain,inherited,1810-1830#113,Still ac- prefix-stripped fragments.
british,1830-1850,128,50,philosophi; poeti; vestri; politi; physi; geologi; cutta; criti; mathemati,Truncated Word Fragments (-cal Suffix Stripped),Structural / Uncertain,human,1810-1830#55,
british,1830-1850,48,905,brassica; sinapis; tenuis; nigrum; turmeric; panicum; lycopodium; laurus; barbel,Botanical & Zoological Taxonomy,"Science, Mathematics & Natural Philosophy",inherited,1810-1830#40,Still botanical/zoological taxonomy.
british,1830-1850,142,19,morti; glace; cury; chandize; cenaries; glim; ciful; chantmen; chant's; chandise,Truncated Word Fragments (Mer- Prefix Stripped),Structural / Uncertain,human,,
british,1830-1850,147,14,cutors; nonsuited; cutions; cute; malv; cution; crable; perse; exe; cutor,Truncated Word Fragments (Exe- Prefix Stripped),Structural / Uncertain,human,,
british,1830-1850,114,88,exemple; tisans; ticulars; nalty; allel; menians; menia; liamentary; guments,Truncated Word Fragments,Structural / Uncertain,inherited,1810-1830#121,Still a mixed bag of word fragments.
british,1830-1850,3,2017,couvert; recevoir; poussiere; printemps; voute; vallon; paraitre; plaire; laissait,French-Language Text,Structural / Uncertain,human,1810-1830#63,
british,1830-1850,124,56,nifested; jestic; nuscripts; gazine; terially; gistrates; nagement; dras; nufacture,Truncated Word Fragments (Ma- Prefix Stripped),Structural / Uncertain,inherited,1810-1830#114,Still ma- prefix-stripped fragments.
british,1830-1850,146,15,phew; cessary; cessarily; groes; gotiations; vertheless; therlands; gotiation; glect; cessities,Truncated Word Fragments (Ne- Prefix Stripped),Structural / Uncertain,inherited,1810-1830#127,Still ne- prefix-stripped fragments.
british,1830-1850,144,18,burling; tren; clif; dumbar; staun; northamp; hopkin; skele; clin; charl,Truncated Word Fragments (-ton Suffix Stripped),Structural / Uncertain,human,1810-1830#92,
british,1830-1850,145,17,tates; tate; tablish; sentially; tablishment; tablished; souan; timate; tablishments; sential,Truncated Word Fragments (Es- Prefix Stripped),Structural / Uncertain,human,,
british,1830-1850,6,1900,summam; certamine; aliisque; omnem; hannibali; habuisse; facultatem; aures; millibus,Latin Text,Structural / Uncertain,inherited,1810-1830#17,Still Latin text.
british,1830-1850,122,62,jomard; guizot; janin; cenas; deshayes; cordier; bignon; elie; tricoupi,French Scholars & Authors,"Books, Learning & Scholarship",human,,
british,1830-1850,137,29,naturel; thenticity; thors; revoir; gustin; tumn; thority; thorities; thentic,Truncated Word Fragments (Au- Prefix Stripped),Structural / Uncertain,human,,
british,1830-1850,141,21,condly; verely; parate; cretly; curity; cretary; cret; cond; veral; venty,Truncated Word Fragments (Se- Prefix Stripped),Structural / Uncertain,inherited,1810-1830#124,Still se- prefix-stripped fragments.
british,1830-1850,135,32,industri; religi; illustri; glori; barbar; obvi; notori; anxi; seri,Truncated Word Fragments (-ous Suffix Stripped),Structural / Uncertain,human,,
british,1830-1850,14,1641,linacre; tolman; barratt; greenside; quarndon; dennison; brocklebank; tracey; tasker,English Surnames & OCR Fragments,Structural / Uncertain,inherited,1810-1830#6,Still English surnames.
british,1830-1850,69,580,tlvai; iariv; yyy; djenne; tijv; virb; ovx; riov; wahi,OCR Garbled Fragments,Structural / Uncertain,human,1810-1830#75,
british,1830-1850,49,904,lorkin; vocatus; phill; arete; lentement; heiden; manilius; huse; finir,Mixed Foreign-Language Fragments,Structural / Uncertain,human,1810-1830#36,
british,1830-1850,1,2198,esclaves; torem; mudgett; adeoque; accepimus; starkweather; matrosses; castellanos; manorhamilton,Mixed Multilingual OCR Fragments,Structural / Uncertain,inherited,1810-1830#0,Still mixed multilingual/proper-name fragments.
british,1830-1850,136,30,nadian; rolina; binet; tholic; reer; verns; tholics; valry; umphal,Truncated Word Fragments (Ca- Prefix Stripped),Structural / Uncertain,human,,
british,1830-1850,19,1453,reynos; hijo; turcs; chretiens; viendra; kreta; fenetre; edito; couvrir,Mixed French & Spanish Text,Structural / Uncertain,human,1810-1830#70,
british,1830-1850,111,98,mecattina; longdon; chesterford; crains; parkgate; namaqualand; marlb; brickhill; dathy,Mixed World Place Names,Geography & Territory,human,1810-1830#126,
british,1830-1850,148,1,pidated,Single Word Fragment,Structural / Uncertain,human,,
british,1850-1870,17,1334,bodp; unpolite; cruelly; unjustly; skilfully; vehemently; pointedly; effectively; markedly,Manner Adverbs (-ly Forms),Structural / Uncertain,inherited,1830-1850#28,Still manner adverbs.
british,1850-1870,141,308,duller; cleverer; smarter; straighter; lesparre; bonnier; fresher; dirtier; bitterer,Comparative Adjectives,Structural / Uncertain,inherited,1830-1850#88,Still comparative adjectives.
british,1850-1870,130,361,clutched; griped; smued; stroking; smded; clutching; growled; grasp'd; twitched,Elided Past-Tense Poetic Verbs,Structural / Uncertain,inherited,1830-1850#42,"Core still shows physical past-tense verbs, though the elision pattern is now only partially present."
british,1850-1870,38,1048,objectionable; agonising; inaccurate; irritating; unreal; desirable; agonizing; proportionate; complex,Descriptive Adjectives (-able/-ate Forms),Structural / Uncertain,human,,
british,1850-1870,121,416,festivities; casino; fetes; concerts; rites; diversions; entertainments; wednes; observances,"Mirth, Revelry & Festivity",Structural / Uncertain,inherited,1830-1850#76,Still festivity vocabulary.
british,1850-1870,143,299,onwards; southernmost; northeast; across; westward; avhich; athwart; southwestern; northwest,Directional & Distance Adverbs,Structural / Uncertain,human,,
british,1850-1870,146,276,mileb; fifteen; six; seven; five; eight; thirty; fourteen; bygone,"Ages, Numbers & Life Stages",Structural / Uncertain,inherited,1830-1850#81,Still numbers/life stages.
british,1850-1870,6,1681,reprehensible; unamiable; inhuman; excitable; overbearing; illiberal; flippant; licentious; indolent,Mixed Abstract Nouns,Structural / Uncertain,inherited,1830-1850#8,Still mixed abstract adjectives/nouns.
british,1850-1870,45,989,lucy; slillicent; fanny; emily; ellen; laura; mabel; helen; elsie,Female Personal Names,"History, Genealogy, Nobility & Kinship",inherited,1830-1850#79,Still female personal names.
british,1850-1870,5,1735,snubbed; deceived; weakened; repudiated; misled; annoyed; irritated; sanctioned; wronged,Descriptive Adjectives & Narrative Verbs,Structural / Uncertain,inherited,1830-1850#4,Still mixed descriptive verbs.
british,1850-1870,79,723,blackguard; swindler; mathematician; rascal; scamp; rogue; puppy; coxcomb; scoundrel,Comic & Satirical Character Types,"Literature, Drama & Poetic Diction",inherited,1830-1850#47,Still comic/satirical character types.
british,1850-1870,13,1437,annihilate; befriend; restrict; think; entrust; interpret; undeceive; quell; displease,General Action Verbs,Structural / Uncertain,inherited,1830-1850#21,Still general action verbs.
british,1850-1870,180,126,vesalius; sdtenfdjen; eduard; uvring; hattan; fiben; mussul; drago; gebot,Mixed Multilingual OCR Fragments,Structural / Uncertain,human,,
british,1850-1870,94,594,vagabonds; rogues; knaves; nobles; chieftains; hypocrites; girls; prelates; dandies,Social & Character Types,"Literature, Drama & Poetic Diction",human,,
british,1850-1870,115,474,declarations; tenderness; joy; gratitude; remonstrances; acceptance; threats; rejection; acknowledgment,Emotional & Social Response Vocabulary,Structural / Uncertain,human,1830-1850#126,
british,1850-1870,114,475,ferries; dwellings; buddings; farms; towns; restaurants; embankments; warehouses; residences,"Towns, Buildings & Travel Infrastructure",Geography & Territory,human,,
british,1850-1870,150,259,barante; jules; marignac; drouyn; emile; l'abbe; letronne; cenas; diderot,French Scholars & Authors,"Books, Learning & Scholarship",inherited,1830-1850#122,Still French scholars/authors.
british,1850-1870,193,85,segontium; jore; isca; bucksport; caer; noviomagus; corinium; castra; cathobcs,Roman-Era British Place Names,Geography & Territory,human,,
british,1850-1870,98,569,ovate; basal; posteriorly; dorsal; cylindrical; vertebr; pentagonal; subglobose; transversely,Anatomical & Morphological Description,"Science, Mathematics & Natural Philosophy",human,,
british,1850-1870,83,696,compatriots; cousin; niece; mother; father; protege; kinswoman; nephew; husband,Kinship Terms Mixed with OCR Noise,Structural / Uncertain,inherited,1830-1850#67,Still strongly kinship vocabulary.
british,1850-1870,65,820,spoonbills; shdlings; fodla; eighths; zucchero; poni; deckers; shiuings; sixteenths,"Currency, Weights & Measures","Trade, Finance & Commerce",inherited,1830-1850#63,Still currency/measures.
british,1850-1870,50,947,sarcasms; chagrins; vagaries; anomalies; absurdities; tendencies; exaggerations; insinuations; follies,"Sarcasm, Mockery & Absurdity","Literature, Drama & Poetic Diction",human,1830-1850#68,
british,1850-1870,116,469,elisabetta; kilby; adelais; florenz; janik; schulenburg; eudes; orlof; germanique,European Noble Titles & Territories,"History, Genealogy, Nobility & Kinship",inherited,1830-1850#102,Still noble names.
british,1850-1870,69,792,davison; haley; tildesley; loveday; stillwell; martyn; hornsby; bullard; beardmore,English Surnames,"History, Genealogy, Nobility & Kinship",human,,
british,1850-1870,90,643,gullies; watercourses; escarpment; ridges; ravines; acclivities; vaueys; morasses; jagged,Landscape & Terrain Features,"Nature, Landscape & Weather",human,1830-1850#36,
british,1850-1870,148,266,speechless; serenity; solitude; linger; slept; dreamless; quietude; sits; motionless,"Stillness, Solitude & Quietude","Literature, Drama & Poetic Diction",human,,
british,1850-1870,112,482,foamy; toss'd; surging; careering; billowy; billow; sedgy; gurgling; rippling,Water & Wave Imagery,"Nature, Landscape & Weather",human,1830-1850#144,
british,1850-1870,24,1234,ucayali; mahanuddy; mokau; crathis; kolima; ocmulgee; cacheo; axius; mezene,American & World Place Names,Geography & Territory,inherited,1830-1850#41,Still place names.
british,1850-1870,154,241,garr; ascough; tuly; bapt; gaither; chronograph; cth; novr; sth,Calendar Dates & Days of the Week,Structural / Uncertain,inherited,1830-1850#78,"Still calendar/date abbreviations (novr, kalendar, bapt)."
british,1850-1870,47,961,mccook; perryville; wittgenstein; capitulates; baraguay; grodno; d'hilliers; pelissier; fredericksburg,Battle Sites & Historical Figures,Military & Warfare,inherited,1830-1850#29,Still battle sites/figures.
british,1850-1870,52,928,peevishly; tartly; curtly; sententiously; scornfully; frisby; scip; deprecatingly; hazlehurst,Manner Adverbs (Speech & Attitude),Structural / Uncertain,human,,
british,1850-1870,16,1374,valonea; trotted; jerked; furbished; clewed; puued; cantered; pull'd; screwed,Physical Motion Verbs,Structural / Uncertain,inherited,1830-1850#17,Still motion verbs.
british,1850-1870,125,398,hedworth; hildebrande; shovell; foppington; isham; galahad; jeffery; edmundbury; wdham,English Personal & Character Names,"History, Genealogy, Nobility & Kinship",human,,
british,1850-1870,126,382,sanscrit; nouns; sanskrit; phonetic; grammatical; terminations; adverbs; tamil; hindee,Linguistics & Philology,"Books, Learning & Scholarship",human,,
british,1850-1870,191,95,wayman; ercall; waymen; mettled; ousegate; themseh; tablishment; tablished; churchism,Mixed Word Fragments & Place Names,Structural / Uncertain,human,1830-1850#145,
british,1850-1870,122,416,hammes; braddyu; resolvable; degenerating; degenerates; transmuted; inosculating; merging; merges,Mixed Fragments & Transformation Verbs,Structural / Uncertain,inherited,1830-1850#92,Still transformation verbs.
british,1850-1870,19,1318,pilasters; mosaics; groining; cornices; cornice; spandrils; festooned; niches; stuccoed,Architectural Features,"Domestic Life, Dress & Household",inherited,1830-1850#22,Still architectural vocabulary.
british,1850-1870,101,541,mercian; ethelbald; penda; ethelred; alpin; theodoric; tostig; theodebert; visigothic,Anglo-Saxon & Early Medieval Royalty,"History, Genealogy, Nobility & Kinship",human,,
british,1850-1870,46,963,dogmas; monarchical; intolerance; democratic; religion; governmental; calvinists; romish; lyceums,Religious Doctrine & Denominations,"Religion, Theology & the Church",inherited,1830-1850#77,"Still substantially religious vocabulary (dogmas, religion, calvinists, romish), mixed with political terms."
british,1850-1870,75,753,normanby; donoughmore; rosslyn; yarborough; monteagle; ellenborough; hailes; wiuoughby; glendowan,British Peerage & Noble Titles,"History, Genealogy, Nobility & Kinship",inherited,1830-1850#58,Still peerage titles.
british,1850-1870,156,233,wrist; sleeve; thighs; wrists; legs; hips; talons; claws; stirrups,Body Parts & Physical Anatomy,"Medicine, Body & Health",human,,
british,1850-1870,147,275,nettuno; zenta; avexford; juez; ehin; harefield; woodhall; liebenau; domesdy,Mixed World Place Names,Geography & Territory,inherited,1830-1850#87,Still place names.
british,1850-1870,86,687,capitanata; bovino; kuopio; rostov; ujvar; kostroma; galicia; steilacoom; illyria,World Geographic Place Names,Geography & Territory,human,,
british,1850-1870,72,767,skomer; deadman; rk; saltees; skokham; toulinguet; divy; tuskar; amlwch,World Coastal Place Names,Geography & Territory,inherited,1830-1850#75,Still coastal place names.
british,1850-1870,118,446,tremiti; socotra; lipari; laccadive; celebes; sulu; ceram; niphon; kamt,Islands & Archipelagos,Geography & Territory,human,,
british,1850-1870,36,1073,payments; receipts; payment; loans; benefices; expenditures; annuities; pensions; funded,Government Offices & Administration,"Government, Law & Administration",inherited,1830-1850#5,Still government/finance administration.
british,1850-1870,84,693,scrofula; bronchitis; thrills; typhoid; congestion; pneumonia; anguish; rheumatism; influenza,Diseases & Illness,"Medicine, Body & Health",human,,
british,1850-1870,117,449,xc; vh; xh; lx; lxxv; xlviii; xih; lxxxiii; xvh,Biblical Book Abbreviations & Citations,"Religion, Theology & the Church",inherited,1830-1850#80,"Core is now dominated by Roman numerals, though mid tier retains Ecclesiastes, consistent with the citation-abbreviation framing."
british,1850-1870,25,1223,acuteness; frankness; gentleness; development; vivacity; sternness; beauty; amiability; acquirements,Character Virtues & Qualities,Morality: Virtue & Vice,inherited,1830-1850#31,Still character virtues.
british,1850-1870,29,1148,visigoths; belg; sarmatians; ligurians; oscans; sclavonians; dankali; bulgarians; parthians,Peoples & Nations,"History, Genealogy, Nobility & Kinship",inherited,1830-1850#40,Still peoples/nations.
british,1850-1870,151,254,avui; ye'll; lieves; wfll; haved; aviu; wul; queathed; wih,Contracted Verb Forms,Structural / Uncertain,human,,
